appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,release_year,total_ratings,rating_ratio,owners_mean,genres_text,categories_text,platforms_text,tags_text_clean,developer_encoded
840730,The Sandbox of God: Remastered Edition,2018-05-09,1,Vertigo Gaming Inc.,Vertigo Gaming Inc.,windows,0,Single-player,Casual;Indie;Simulation;Strategy,Strategy;Indie;Casual,0,1,0,0,0,0-20000,2.89,2018,1,0.5,10000.0,casual indie simulation strategy,single-player,windows,,15195
840800,Outlaws of the Old West,2019-03-12,1,Virtual Basement LLC,Wandering Wizard,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Online Co-op,Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Strategy;Early Access,Early Access;Survival;Open World,0,1459,742,0,0,50000-100000,15.49,2019,2201,0.6625794732061762,75000.0,action adventure casual indie massively multiplayer rpg strategy early access,single-player multi-player online multi-player local multi-player mmo online co-op,windows,survival open world,15271
840810,Data Ball,2018-06-26,1,Munkyfoot Gaming,Munkyfoot Gaming,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Casual;Indie;Racing;Strategy;Early Access,Early Access;Indie;Strategy,0,2,0,0,0,0-20000,7.19,2018,2,0.6666666666666666,10000.0,casual indie racing strategy early access,single-player multi-player online multi-player local multi-player co-op online co-op local co-op shared/split screen partial controller support steam cloud stats steam leaderboards includes level editor,windows,,9420
840860,I Pay No Rent,2018-05-15,1,L&L Partner,L&L Technology,windows,0,Single-player,Action;Casual;Indie;Sports,Action;Indie;Casual,0,1,0,0,0,0-20000,2.89,2018,1,0.5,10000.0,action casual indie sports,single-player,windows,,7858
840910,"Save her, from dreams",2018-05-10,1,Ziyi Zhang,Ziyi Zhang,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,11,14,1,0,0,0-20000,5.19,2018,15,0.875,10000.0,action adventure indie,single-player steam achievements partial controller support,windows mac linux,,16151
840920,Asimov Laws,2018-05-15,1,Cuijin Technology,Cuijin Technology,windows,0,Single-player,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Adventure,0,4,2,0,0,0-20000,7.19,2018,6,0.5714285714285714,10000.0,action adventure indie rpg early access,single-player,windows,,3177
840930,Bing Bong XL,2018-05-14,1,Nickervision Studios,Nickervision Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,28,78,6,0,0,0-20000,0.79,2018,84,0.9176470588235294,10000.0,action casual indie,single-player steam achievements full controller support steam cloud steam leaderboards,windows mac linux,,9780
840980,Exoder,2018-04-23,1,Fever Dream Gameworks,Fever Dream Gameworks,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Platformer,9,9,0,0,0,0-20000,5.79,2018,9,0.9,10000.0,action indie,single-player steam achievements full controller support,windows,platformer,4892
841010,Jack and Sara: Educational game,2018-05-02,1,Reew Games,Reew Games,windows,0,Single-player;Steam Achievements,Adventure;Casual,Casual;Adventure;Education,10,13,0,0,0,0-20000,1.69,2018,13,0.9285714285714286,10000.0,adventure casual,single-player steam achievements,windows,,11692
841020,Knockdown the Ball,2018-04-24,1,TheElvenTale Games,TheElvenTale Games,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,46,7,2,0,0,0-20000,0.79,2018,9,0.7,10000.0,casual indie,single-player steam achievements,windows,,14287
841030,Fairy Escape,2018-04-27,1,For Kids,For Kids,windows;mac;linux,0,Single-player;Steam Achievements,Action;Casual;Indie;Racing,Action;Indie;Casual,44,20,4,0,0,0-20000,1.69,2018,24,0.8,10000.0,action casual indie racing,single-player steam achievements,windows mac linux,,5107
841120,Wheelchair Simulator VR,2018-05-08,1,ViRa Games,ViRa Games,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;Simulation,Adventure;Indie;Simulation,29,13,3,0,0,0-20000,11.39,2018,16,0.7647058823529411,10000.0,adventure indie simulation,single-player steam achievements steam cloud,windows,,15203
841140,Square Head Zombies 2 - FPS Game,2018-05-01,1,Fabio Cunha,Fabio Cunha,windows,0,Single-player;Steam Achievements,Action;Adventure;Casual;Indie;Early Access,Early Access;Violent;Action,4,6,7,9,9,0-20000,7.19,2018,13,0.42857142857142855,10000.0,action adventure casual indie early access,single-player steam achievements,windows,,4751
841200,Intelligence,2018-04-19,1,Laush Dmitriy Sergeevich,Laush Studio,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,12,3,1,0,0,0-20000,2.09,2018,4,0.6,10000.0,casual indie,single-player steam achievements,windows,puzzle,7989
841210,WW Fantasy,2018-05-04,0,Lcc,Lcc,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure;Casual;Indie;RPG;Simulation,Action;Adventure;Casual,4,48,12,0,0,0-20000,2.09,2018,60,0.7868852459016393,10000.0,action adventure casual indie rpg simulation,single-player steam achievements partial controller support steam cloud,windows,,8011
841260,Final Match,2018-05-10,1,Awakened,Awakened,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Cloud,Casual;Strategy;Early Access,Early Access;Card Game;Casual,17,2,3,0,0,0-20000,1.69,2018,5,0.3333333333333333,10000.0,casual strategy early access,single-player multi-player online multi-player steam achievements steam cloud,windows,card game,1264
841270,Trap,2018-05-02,1,Jucar,Il Pleut,windows,0,Single-player,Adventure;Indie,Adventure;Violent;Gore,0,112,19,0,0,0-20000,0.0,2018,131,0.8484848484848485,10000.0,adventure indie,single-player,windows,,7388
841300,Together,2018-05-01,1,Zilby,Zilby,windows;mac,0,Single-player,Sexual Content;Free to Play;Indie;Simulation,Free to Play;Indie;Sexual Content,0,154,53,0,0,20000-50000,0.0,2018,207,0.7403846153846154,35000.0,sexual content free to play indie simulation,single-player,windows mac,,16139
841320,Whitevale Defender,2018-05-23,1,Sugarsnapp Games,Sugarsnapp Games,windows,0,Single-player;Steam Achievements,Action;Indie;Strategy,Strategy;Action;Indie,11,8,4,0,0,0-20000,3.99,2018,12,0.6153846153846154,10000.0,action indie strategy,single-player steam achievements,windows,,13581
841340,Fightttris VR,2019-02-27,1,TECHHOME,TECHHOME,windows,0,Single-player;Multi-player;Steam Achievements,Indie,Indie;VR;Puzzle,9,10,0,0,0,0-20000,1.99,2019,10,0.9090909090909091,10000.0,indie,single-player multi-player steam achievements,windows,vr puzzle,13773
841350,NALOGI 2,2018-05-31,1,CUTE ANIME GIRLS,Tranquility games,windows,0,Single-player;Steam Achievements;Steam Cloud;Commentary available,Adventure;Casual;Indie;RPG;Strategy,Sexual Content;Adventure;Casual,1970,71,27,5,5,0-20000,1.69,2018,98,0.7171717171717171,10000.0,adventure casual indie rpg strategy,single-player steam achievements steam cloud commentary available,windows,,2344
841370,NBA 2K19,2018-09-06,1,Visual Concepts,2K,windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;In-App Purchases;Steam Cloud,Simulation;Sports,Sports;Basketball;Simulation,50,3093,8080,2901,2803,200000-500000,39.99,2018,11173,0.27680329335958476,350000.0,simulation sports,single-player multi-player shared/split screen steam achievements full controller support in-app purchases steam cloud,windows,basketball,15310
841420,Stickman.io,2018-05-28,1,Sadovski Games,AYE Technology,windows,0,Single-player,Action;Indie,Action;Indie,0,4,4,0,0,0-20000,2.89,2018,8,0.4444444444444444,10000.0,action indie,single-player,windows,,12285
841430,Need for Synthol,2018-05-31,1,GoingForwardTeam,Blue Whale Games,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0,3,1,0,0,0-20000,2.89,2018,4,0.6,10000.0,action adventure indie,single-player,windows,,5828
841440,ShellBlast: Legacy Edition,2018-05-09,1,Vertigo Gaming Inc.,Vertigo Gaming Inc.,windows,0,Single-player,Indie;Strategy,Strategy;Indie;Action,0,2,0,0,0,0-20000,2.89,2018,2,0.6666666666666666,10000.0,indie strategy,single-player,windows,,15195
841460,The Great C,2018-10-08,1,Secret Location Inc.,Secret Location Inc.,windows,18,Single-player,Adventure;Casual,Adventure;Casual;VR,0,105,11,0,0,0-20000,4.79,2018,116,0.8974358974358975,10000.0,adventure casual,single-player,windows,vr,12471
841500,Sheep Game,2018-04-27,1,David Lewis,David Lewis,windows;mac,0,Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,Casual;Free to Play;Indie;Sports;Early Access,Early Access;Free to Play;Indie,0,21,8,0,0,0-20000,0.0,2018,29,0.7,10000.0,casual free to play indie sports early access,multi-player local multi-player shared/split screen full controller support,windows mac,,3539
841570,BlindMaze,2018-04-20,1,Alfa-Omega,Alfa-Omega,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie;Strategy,Casual;Indie;Strategy,36,6,2,0,0,0-20000,0.79,2018,8,0.6666666666666666,10000.0,casual indie strategy,single-player steam achievements full controller support steam cloud,windows linux,,672
841590,Boat Adventure,2018-04-26,1,Easy Game Studio,Freshtrax,windows,0,Single-player,Indie,Indie,0,13,16,0,0,0-20000,0.79,2018,29,0.43333333333333335,10000.0,indie,single-player,windows,,4254
841600,Aura of Worlds,2018-04-24,1,Cognitive Forge,Cognitive Forge,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie;Early Access,Early Access;Adventure;Action,10,55,3,0,0,0-20000,7.19,2018,58,0.9322033898305084,10000.0,action adventure indie early access,single-player steam achievements full controller support steam cloud,windows,,2834
841660,The Treehouse Man,2019-02-13,1,Hunchback Studio,Hunchback Studio,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,Adventure;Indie;Action,14,26,1,0,0,0-20000,6.99,2019,27,0.9285714285714286,10000.0,action adventure indie rpg strategy,single-player steam achievements full controller support steam cloud,windows mac linux,,6512
841680,Hazmat Hijinks,2018-08-01,1,Tod Powers,National Spork LLC,windows,0,Single-player,Adventure;Indie,Indie;Adventure,0,1,0,0,0,0-20000,1.69,2018,1,0.5,10000.0,adventure indie,single-player,windows,,14503
841770,Siralim 3,2018-10-15,1,Thylacine Studios,Thylacine Studios LLC,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,RPG,RPG;Procedural Generation;Turn-Based,1172,489,21,0,0,0-20000,11.39,2018,510,0.9569471624266145,10000.0,rpg,single-player steam achievements full controller support steam trading cards,windows mac linux,procedural generation turn-based,14385
841790,Adventures in the Light & Dark,2018-07-24,1,Protoria Studios,Protoria Studios,windows,0,Single-player;Full controller support,Adventure;Casual;Indie,Adventure;Indie;Casual,0,2,1,0,0,0-20000,2.89,2018,3,0.5,10000.0,adventure casual indie,single-player full controller support,windows,,11191
841800,Super Heroes: Men in VR beta,2018-04-16,1,Bellcat Game,Bellcat Game,windows,0,Single-player,Violent;Action;Indie;Simulation,Action;Indie;Simulation,0,1,2,0,0,0-20000,7.19,2018,3,0.25,10000.0,violent action indie simulation,single-player,windows,,1557
841830,Semi-Sweet Tofu,2018-05-03,1,Team TatoTaco,"Ottercopter Studios, LLC",windows,0,Single-player;Full controller support,Adventure;Casual;Indie,Adventure;Indie;Casual,0,3,0,0,0,0-20000,0.0,2018,3,0.75,10000.0,adventure casual indie,single-player full controller support,windows,,14014
841840,Escape From Cozy Island,2018-05-07,1,Joystick Knights,Joystick Knights,windows;mac,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Adventure,10,10,15,0,0,0-20000,3.99,2018,25,0.38461538461538464,10000.0,casual indie,single-player steam achievements,windows mac,,7381
841860,#Have A Sticker,2018-04-26,1,Red Dolphin Games,VT Publishing,windows,0,Single-player;Steam Achievements,Casual;Strategy,Casual;Strategy;Free to Play,5000,59,31,0,0,20000-50000,0.0,2018,90,0.6483516483516484,35000.0,casual strategy,single-player steam achievements,windows,,11613
841870,Guardian of Immortal Mountain(仙山守卫者),2018-05-10,1,"Bamboo Secrets Co.,Limited","Bamboo Secrets Co.,Limited",windows,0,Single-player,Violent;Action;Indie,Indie;Action;Violent,0,3,1,0,0,0-20000,0.0,2018,4,0.6,10000.0,violent action indie,single-player,windows,,1429
841970,Play Top Frag,2018-10-10,1,Kajaani University of Applied Sciences,Kajaani University of Applied Sciences,windows,0,Single-player,Action;Simulation;Early Access,Early Access;Action;Simulation,0,1,0,0,0,0-20000,7.19,2018,1,0.5,10000.0,action simulation early access,single-player,windows,,7524
841980,Avalon Legends Solitaire 3,2018-06-04,1,Anawiki Games,Anawiki Games,windows;mac,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Card Game,80,3,2,0,0,0-20000,7.19,2018,5,0.5,10000.0,casual indie,single-player steam achievements,windows mac,card game,803
841990,Der Milchbauer,2018-08-21,1,NMY Mixed-Reality Communication GmbH,KTBL,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Simulation,Simulation;Moddable;Singleplayer,22,2,6,0,0,0-20000,2.09,2018,8,0.2222222222222222,10000.0,simulation,single-player steam achievements steam leaderboards,windows,moddable singleplayer,9545
842030,Not So Middle Ages,2018-04-27,1,Gamenesis,Gamenesis,windows;mac,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Visual Novel,18,1,2,0,0,20000-50000,2.89,2018,3,0.25,35000.0,casual indie,single-player steam achievements,windows mac,visual novel,5565
842070,FantasyDynasty: Le château DERETIC,2018-04-30,0,Dupeyron,Dupeyron,windows,0,Single-player,Adventure;Casual;RPG,Adventure;RPG;Casual,0,2,2,0,0,0-20000,0.79,2018,4,0.4,10000.0,adventure casual rpg,single-player,windows,,4143
842120,Arca's Path VR,2018-12-04,1,Dream Reality Interactive,Rebellion,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Casual,Casual;Adventure;VR,12,5,2,0,0,0-20000,13.99,2018,7,0.625,10000.0,adventure casual,single-player steam achievements steam trading cards partial controller support,windows,vr,4044
842130,Sunny Smiles,2018-04-25,1,indie_games_studio,indie_games_studio,windows,0,Single-player,Adventure;Indie;Simulation,Adventure;Indie;Simulation,0,4,5,0,0,0-20000,0.79,2018,9,0.4,10000.0,adventure indie simulation,single-player,windows,,16486
842140,Kitten'd,2018-07-10,1,Star Vault AB,Star Vault AB,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;Simulation;Early Access,Early Access;Simulation;Casual,41,17,3,0,0,0-20000,11.39,2018,20,0.8095238095238095,10000.0,casual simulation early access,single-player steam achievements steam leaderboards,windows,,13262
842150,Wild West Saga: Idle Tycoon Clicker,2018-12-18,1,Tamasenco,Tamasenco,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Stats,Casual;Free to Play;Indie;Simulation,Free to Play;Clicker;Indie,107,183,91,0,0,50000-100000,0.0,2018,274,0.6654545454545454,75000.0,casual free to play indie simulation,single-player steam achievements steam trading cards in-app purchases stats,windows mac linux,clicker,13866
842170,Hyperspace Dogfights,2018-05-14,1,Sleeper Games,Sleeper Games,windows;linux,0,Single-player;Partial Controller Support,Action;Indie,Indie;Action;Arcade,0,33,4,0,0,0-20000,8.0,2018,37,0.868421052631579,10000.0,action indie,single-player partial controller support,windows linux,arcade,12855
842190,江湖侠客行,2018-05-04,0,"ShinerJoy Technology Co., Ltd.","ShinerJoy Technology Co., Ltd.",windows,0,Single-player,Indie;RPG;Strategy,Strategy;RPG;Indie,0,7,18,0,0,0-20000,5.19,2018,25,0.2692307692307692,10000.0,indie rpg strategy,single-player,windows,,12621
842250,GM Forge - Virtual Tabletop,2018-05-30,1,Game Master LLC,Game Master LLC,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Workshop;Includes level editor,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,RPG;Simulation;Action,0,35,19,145,145,0-20000,23.79,2018,54,0.6363636363636364,10000.0,action adventure casual indie rpg simulation strategy,single-player multi-player online multi-player local multi-player cross-platform multiplayer steam workshop includes level editor,windows,,5509
842270,Formula X,2018-05-05,1,Dreamsoft,Dreamsoft,windows,0,Single-player;Full controller support,Indie;Racing,Racing;Indie;Difficult,0,0,3,0,0,0-20000,3.99,2018,3,0.0,10000.0,indie racing,single-player full controller support,windows,difficult,4068
842290,ArcBall 2,2018-04-24,1,VladProduction,VladProduction,windows,0,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0,2,22,0,0,0-20000,0.79,2018,24,0.08,10000.0,casual indie simulation,single-player,windows,,15344
842310,Zimbo,2018-05-04,1,RS Games,RS Games,windows,0,Single-player;Steam Achievements,Action;Adventure;Casual;Indie;Racing;Simulation;Sports,Action;Indie;Adventure,5,46,72,0,0,0-20000,0.79,2018,118,0.3865546218487395,10000.0,action adventure casual indie racing simulation sports,single-player steam achievements,windows,,11385
842420,A Walk in the Woods,2018-05-01,1,Something Dark Studios,Something Dark Studios,windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Partial Controller Support,Adventure;Free to Play;Indie,Free to Play;Multiplayer;Indie,0,102,155,4,4,50000-100000,0.0,2018,257,0.3953488372093023,75000.0,adventure free to play indie,multi-player online multi-player co-op online co-op partial controller support,windows,multiplayer,13024
842470,Cranes,2018-05-04,1,Tibromatic Games,Tibromatic Games,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Casual;Indie;Simulation,Indie;Casual;Simulation,12,6,0,0,0,0-20000,3.99,2018,6,0.8571428571428571,10000.0,casual indie simulation,single-player steam achievements partial controller support steam cloud,windows mac linux,,14392
842500,Kickshot,2018-05-04,1,R.A.M. Studios LLC,R.A.M. Studios LLC,windows,0,Single-player,Gore;Action;Indie,Indie;Action;Gore,0,38,9,0,0,0-20000,0.0,2018,47,0.7916666666666666,10000.0,gore action indie,single-player,windows,,11338
842510,Survival Maze,2018-04-25,1,Sergey Jakovlev,TAC Games,windows,0,Single-player;Steam Achievements,Adventure;Indie;RPG;Early Access,Early Access;Indie;Adventure,54,1,3,0,0,0-20000,2.09,2018,4,0.2,10000.0,adventure indie rpg early access,single-player steam achievements,windows,,12521
842520,Neon Void Runner,2018-04-23,1,Falco Software,OtakuMaker SARL,windows,0,Single-player,Action;Adventure;Casual;Indie,Action;Adventure;Indie,0,3,5,0,0,0-20000,1.99,2018,8,0.3333333333333333,10000.0,action adventure casual indie,single-player,windows,,4780
842530,Police Patrol,2018-04-23,1,Falco Software,OtakuMaker SARL,windows,0,Single-player,Action;Casual;Indie;Racing,Action;Indie;Casual,0,6,21,0,0,0-20000,0.99,2018,27,0.21428571428571427,10000.0,action casual indie racing,single-player,windows,,4780
842560,War Hunter,2018-04-24,1,Falco Software,OtakuMaker SARL,windows,0,Single-player,Violent;Action;Casual;Indie,Action;Indie;Violent,0,3,23,0,0,0-20000,2.99,2018,26,0.1111111111111111,10000.0,violent action casual indie,single-player,windows,,4780
842590,Knight Fighter,2018-04-24,1,Falco Software,OtakuMaker SARL,windows,0,Single-player,Action;Adventure;Casual;Indie,Action;Indie;Casual,0,0,9,0,0,0-20000,0.99,2018,9,0.0,10000.0,action adventure casual indie,single-player,windows,,4780
842620,Funny Yo,2018-04-25,1,Falco Software,OtakuMaker SARL,windows,0,Single-player,Action;Adventure;Casual;Indie,Action;Adventure;Indie,0,0,3,0,0,0-20000,1.99,2018,3,0.0,10000.0,action adventure casual indie,single-player,windows,,4780
842640,Deadly Tropics,2018-04-23,1,Corpix,Corpix,windows,0,Single-player;Steam Achievements,Gore;Action;Indie,Indie;Action;Gore,15,9,15,0,0,0-20000,2.09,2018,24,0.36,10000.0,gore action indie,single-player steam achievements,windows,,2966
842750,Galaxy Champions TV,2018-09-06,1,aQuadiun,aQuadiun,windows;mac;linux,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Local Co-Op,11,22,3,0,0,0-20000,5.19,2018,25,0.8461538461538461,10000.0,action indie,single-player co-op local co-op shared/split screen steam achievements full controller support steam cloud stats steam leaderboards,windows mac linux,,16201
842760,Highscore Processing Unit,2018-05-04,1,Codrer,Codrer,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Casual;Voxel,30,4,0,0,0,0-20000,1.69,2018,4,0.8,10000.0,casual indie,single-player steam achievements steam cloud,windows,voxel,2825
842770,Deadfall Tropics,2018-05-10,1,Studio Jimothy,Studio Jimothy,windows,0,Single-player;Full controller support,Action;Indie,Action;Indie;2D,1,10,0,0,0,0-20000,3.99,2018,10,0.9090909090909091,10000.0,action indie,single-player full controller support,windows,2d,13501
842780,NavalArt,2018-06-20,1,Rigidbody,Rig&Zig Entertainment,windows,0,Single-player;Steam Workshop,Indie;Simulation,Simulation;Indie;Naval,0,29,8,0,0,0-20000,4.79,2018,37,0.7631578947368421,10000.0,indie simulation,single-player steam workshop,windows,naval,11839
842810,Märchen Forest: Mylne and the Forest Gift,2018-05-16,1,Primary Orbit,Primary Orbit,windows,0,Single-player;Partial Controller Support,Adventure;Indie;RPG,Indie;Adventure;RPG,0,126,20,0,0,0-20000,7.19,2018,146,0.8571428571428571,10000.0,adventure indie rpg,single-player partial controller support,windows,,11130
842850,Newt One,2019-02-08,1,DevNAri,DevNAri,windows;mac,0,Single-player;Full controller support,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Indie,0,11,2,0,0,0-20000,7.19,2019,13,0.7857142857142857,10000.0,action adventure casual indie early access,single-player full controller support,windows mac,,3725
842870,Lords of Strife,2018-05-22,1,Revolutionary Interactive,Revolutionary Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Violent;Gore;Indie,Indie;Gore;Violent,23,9,3,0,0,0-20000,3.99,2018,12,0.6923076923076923,10000.0,violent gore indie,single-player steam achievements partial controller support,windows mac linux,,11799
842910,The MISSING: J.J. Macfield and the Island of Memories,2018-10-11,1,White Owls Inc.,Arc System Works,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Gore;Female Protagonist;Adventure,20,387,37,0,0,0-20000,23.99,2018,424,0.9105882352941177,10000.0,action adventure indie,single-player steam achievements full controller support,windows,female protagonist,15610
842990,Taco Gun,2018-05-17,1,Floating Island Studios,eNVy softworks,windows,0,Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support,Action;Casual;Indie,Action;Indie;Casual,45,6,0,0,0,0-20000,5.99,2018,6,0.8571428571428571,10000.0,action casual indie,multi-player local multi-player co-op local co-op shared/split screen full controller support,windows,,5042
843010,"Orb Labs, Inc.",2018-06-11,1,Next Friday Interactive,Next Friday Interactive,windows,0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie,Action;Adventure;Indie,48,19,3,0,0,0-20000,6.19,2018,22,0.8260869565217391,10000.0,action adventure indie,single-player steam achievements steam cloud stats steam leaderboards,windows,,9745
843040,RECOG The First Wave,2018-06-15,1,LozMarblz Inc.,LozMarblz Inc.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Simulation;Strategy,Strategy;Casual;Indie,60,7,5,0,0,0-20000,19.49,2018,12,0.5384615384615384,10000.0,casual indie simulation strategy,single-player steam achievements steam cloud,windows mac linux,,8335
843050,North Stars,2018-06-27,1,凌望工作室,凌望工作室,windows,0,Single-player;Online Multi-Player;Online Co-op;Partial Controller Support,Free to Play,Free to Play;FPS,0,35,8,0,0,0-20000,0.0,2018,43,0.7954545454545454,10000.0,free to play,single-player online multi-player online co-op partial controller support,windows,fps,16962
843080,VR Hero Sentry,2018-11-05,1,Refocus Solutions,Refocus Solutions,windows,0,Single-player;Steam Leaderboards,Action;Adventure;RPG;Strategy,Strategy;Action;Adventure,0,8,0,0,0,0-20000,7.19,2018,8,0.8888888888888888,10000.0,action adventure rpg strategy,single-player steam leaderboards,windows,,11698
843120,Joyo Kanji Quiz,2018-04-25,1,Wholetone Games,Wholetone Games,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Simulation,Casual;Simulation;Indie,16,8,0,0,0,0-20000,2.99,2018,8,0.8888888888888888,10000.0,casual indie simulation,single-player steam achievements steam cloud,windows,,15631
843160,The Lift,2018-10-30,1,Bulls Bros,Bulls Bros,windows,0,Single-player,Action;Adventure,Action;Adventure;Horror,12,7,2,0,0,0-20000,4.79,2018,9,0.7,10000.0,action adventure,single-player,windows,horror,2201
843170,ILLUSION,2018-05-09,1,LunaRolexLer,LunaRolexLer,windows,0,Single-player;Full controller support;Steam Cloud,Adventure;Indie,Adventure;Indie;RPGMaker,0,18,2,0,0,0-20000,3.99,2018,20,0.8571428571428571,10000.0,adventure indie,single-player full controller support steam cloud,windows,rpgmaker,8424
843190,Z: Escape,2018-05-29,1,Ervenstar Games,Ervenstar Games,windows,0,Single-player;Steam Achievements;Full controller support,Action;Casual;Indie,Action;Indie;Casual,22,3,0,0,0,0-20000,0.79,2018,3,0.75,10000.0,action casual indie,single-player steam achievements full controller support,windows,,4553
843210,You're Fired,2018-05-11,1,MintBottle,Dagestan Technology,windows,0,Single-player;Steam Achievements,Adventure;Indie;Simulation,Adventure;Simulation;Indie,10,26,24,0,0,20000-50000,3.19,2018,50,0.5098039215686274,35000.0,adventure indie simulation,single-player steam achievements,windows,,9186
843250,The Last DeadEnd,2018-05-04,1,AzDimension,AzDimension,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Indie;Action;Violent,27,40,11,0,0,0-20000,5.79,2018,51,0.7692307692307693,10000.0,action indie,single-player steam achievements full controller support,windows,,1292
843260,The Bard's Tale Trilogy,2018-08-14,1,Krome Studios,inXile Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,RPG,RPG;Classic;Dungeon Crawler,47,400,19,0,0,20000-50000,11.39,2018,419,0.9523809523809523,35000.0,rpg,single-player steam achievements steam trading cards steam cloud,windows,classic dungeon crawler,7809
843270,Flapping Over It,2018-05-17,1,Stequer,Stequer,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Stats,Adventure;Indie;Massively Multiplayer,Indie;Adventure;Massively Multiplayer,7,7,8,0,0,0-20000,0.79,2018,15,0.4375,10000.0,adventure indie massively multiplayer,single-player multi-player co-op steam achievements stats,windows,,13360
843360,Rift Keeper,2019-01-14,1,Frymore,Maple Whispering Limited,windows,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie;RPG,Action;Indie;RPG,41,55,12,0,0,0-20000,7.19,2019,67,0.8088235294117647,10000.0,action indie rpg,single-player steam achievements full controller support steam leaderboards,windows,,5287
843370,Gravity Well,2018-06-20,1,Black Engine Games,Black Engine Games,windows,0,Single-player;Partial Controller Support,Action;Indie,Action;Indie;First-Person,0,8,0,0,0,0-20000,2.89,2018,8,0.8888888888888888,10000.0,action indie,single-player partial controller support,windows,first-person,1774
843380,Super Animal Royale,2018-12-12,1,Pixile,Pixile,windows;mac,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Full controller support,Action;Adventure;Casual;Indie;Massively Multiplayer;Early Access,Early Access;Indie;Battle Royale,0,1177,38,222,222,20000-50000,10.29,2018,1215,0.9679276315789473,35000.0,action adventure casual indie massively multiplayer early access,multi-player online multi-player co-op online co-op full controller support,windows mac,battle royale,10896
843400,Distant castle,2018-05-10,1,chaos,chaos,windows,0,Single-player,Action;Adventure;Casual;Indie;RPG,Action;Casual;Adventure,0,0,4,0,0,0-20000,1.69,2018,4,0.0,10000.0,action adventure casual indie rpg,single-player,windows,,16297
